1017;floating_harbor;2965.26;9.50;1619.13;-1.11;317
1017;floating_harbor;2936.10;9.50;1608.15;1.41;3231
1019;floating_harbor;2967.00;9.50;1640.00;0.00;3325
1019;floating_harbor;2968.00;9.50;1615.00;-3.14;3374
1020;floating_harbor;2933.00;9.50;1627.00;1.57;332
1020;floating_harbor;2962.79;9.50;1624.30;-1.82;11251
1021;floating_harbor;3075.00;9.50;1697.00;-1.57;11380
1023;floating_harbor;2974.00;9.50;1704.00;1.57;171
1026;floating_harbor;3106.20;9.50;1808.40;-2.50;182
1026;floating_harbor;3109.85;9.50;1811.10;-3.31;3113
1026;floating_harbor;3148.40;9.50;1859.16;-1.99;6083
1026;floating_harbor;3134.82;9.50;1825.12;-2.16;6132
1026;floating_harbor;3144.90;9.50;1853.85;-1.74;9143
1029;floating_harbor;2961.70;9.50;1705.21;-2.90;9174
1029;floating_harbor;2962.43;9.50;1708.24;-1.98;6151
1030;floating_harbor;2954.82;9.50;1700.12;-2.16;9096
1030;floating_harbor;2929.00;9.50;1683.00;-3.14;9296
1030;floating_harbor;2946.95;9.50;1693.05;-2.36;11176
1031;floating_harbor;3009.05;9.50;1901.95;0.79;3048
1031;floating_harbor;2997.05;9.50;1884.87;1.45;3088
1031;floating_harbor;3000.00;9.50;1881.60;1.03;3126
1031;floating_harbor;3020.80;9.50;1913.60;0.64;6071
1032;floating_harbor;3077.00;9.50;2003.00;1.12;44
1032;floating_harbor;3077.00;9.50;2003.00;0.53;91
1032;floating_harbor;3077.00;9.50;2003.00;1.01;3058
1032;floating_harbor;3125.05;9.50;1988.95;0.79;3082
1032;floating_harbor;3144.63;9.50;1999.86;0.20;6079
1032;floating_harbor;3116.21;9.50;1985.64;-0.32;11050
1033;floating_harbor;3077.00;9.50;2003.00;-4.66;22
1033;floating_harbor;3327.00;9.50;1995.00;-1.54;64
1033;floating_harbor;3186.00;9.50;2023.00;0.90;2995
1033;floating_harbor;3181.85;9.50;2011.90;0.17;3016
1033;floating_harbor;3158.63;9.50;2001.86;0.20;3040
1033;floating_harbor;3186.00;9.50;2023.00;1.09;6015
1033;floating_harbor;3272.96;9.50;1988.77;-1.46;6092
1033;floating_harbor;3223.27;9.50;2014.92;1.29;9042
1033;floating_harbor;3248.23;9.50;2007.65;-0.84;9064
1033;floating_harbor;3186.00;9.50;2023.00;0.42;9089
1033;floating_harbor;3279.71;9.50;1988.94;-0.56;9116
1033;floating_harbor;3286.64;9.50;2007.21;-1.25;11034
1033;floating_harbor;3256.15;9.50;2016.90;-0.17;11063
1034;floating_harbor;3135.74;9.50;1768.13;1.11;169
1034;floating_harbor;3137.00;9.50;1742.00;-4.56;3083
1034;floating_harbor;3134.10;9.50;1778.15;1.41;3117
1034;floating_harbor;3135.40;9.50;1746.80;-4.07;6066
1035;supply_node;3205.00;9.65;1760.00;6.09;0
1035;bunker;3203.00;9.78;1760.00;5.87;0
1036;floating_harbor;3233.37;9.50;1740.14;-2.94;3061
1037;floating_harbor;3185.10;9.50;1855.85;-4.55;158
1037;floating_harbor;3174.53;9.50;1845.37;0.90;195
1037;floating_harbor;3194.05;9.50;1867.13;-4.59;11081
1039;floating_harbor;2741.05;9.50;1612.05;-3.93;6399
1043;floating_harbor;2172.23;9.50;828.96;0.11;2132
1044;floating_harbor;2267.93;9.50;759.01;-1.71;2227
1044;floating_harbor;2267.90;9.50;738.85;-1.74;5168
1044;floating_harbor;2259.82;9.50;716.12;-2.16;10939
1046;floating_harbor;2045.00;9.50;874.00;-1.10;2035
1046;floating_harbor;2045.00;9.50;874.00;-0.65;10874
1046;floating_harbor;2045.00;9.50;874.00;0.24;12853
1046;floating_harbor;2033.36;9.50;841.98;0.55;12999
1047;floating_harbor;2045.00;9.50;874.00;-1.28;4980
1051;floating_harbor;2174.94;9.50;527.29;-2.13;2153
1051;floating_harbor;2192.53;9.50;564.49;-1.94;8196
1052;floating_harbor;2053.79;9.50;437.30;-1.82;4533
1055;floating_harbor;1695.73;9.50;574.39;-3.99;13086
1057;floating_harbor;1673.00;9.50;146.00;-4.67;2161
1057;floating_harbor;1693.93;9.50;181.70;0.62;5118
1057;floating_harbor;1673.00;9.50;146.00;1.19;5159
1057;floating_harbor;1666.00;9.50;104.00;1.57;8198
1057;floating_harbor;1666.00;9.50;104.00;-4.29;10961
1058;floating_harbor;1679.53;9.50;229.63;-4.04;5121
1058;floating_harbor;1696.63;9.50;183.14;-3.34;5169
1058;floating_harbor;1683.24;9.50;187.57;-3.55;12954
1059;floating_harbor;1701.03;9.50;567.37;-4.62;5131
1059;floating_harbor;1703.07;9.50;533.99;1.43;8217
1060;floating_harbor;1694.12;9.50;409.82;0.59;5228
1061;floating_harbor;1767.86;9.50;45.37;-1.37;11009
1061;floating_harbor;1783.26;9.50;37.13;-1.11;13402
1062;floating_harbor;1758.86;9.50;77.63;-1.77;5173
1062;floating_harbor;1781.72;9.50;117.98;-1.28;12952
1063;floating_harbor;1800.73;9.50;157.92;-1.29;10953
1063;floating_harbor;1808.00;9.50;178.00;0.00;13399
