1077;floating_harbor;2965.26;9.50;1619.13;-1.11;317
1077;floating_harbor;2936.10;9.50;1608.15;1.41;3231
1079;floating_harbor;2967.00;9.50;1640.00;0.00;3325
1079;floating_harbor;2968.00;9.50;1615.00;-3.14;3374
1080;floating_harbor;2933.00;9.50;1627.00;1.57;332
1080;floating_harbor;2962.79;9.50;1624.30;-1.82;11251
1081;floating_harbor;3075.00;9.50;1697.00;-1.57;11380
1083;floating_harbor;2974.00;9.50;1704.00;1.57;171
1086;floating_harbor;3106.20;9.50;1808.40;-2.50;182
1086;floating_harbor;3109.85;9.50;1811.10;-3.31;3113
1086;floating_harbor;3148.40;9.50;1859.16;-1.99;6083
1086;floating_harbor;3134.82;9.50;1825.12;-2.16;6132
1086;floating_harbor;3144.90;9.50;1853.85;-1.74;9143
1089;floating_harbor;2961.70;9.50;1705.21;-2.90;9174
1089;floating_harbor;2962.43;9.50;1708.24;-1.98;6151
1090;floating_harbor;2954.82;9.50;1700.12;-2.16;9096
1090;floating_harbor;2929.00;9.50;1683.00;-3.14;9296
1090;floating_harbor;2946.95;9.50;1693.05;-2.36;10876
1091;floating_harbor;3009.05;9.50;1901.95;0.79;3048
1091;floating_harbor;2997.05;9.50;1884.87;1.45;3088
1091;floating_harbor;3000.00;9.50;1881.60;1.03;3126
1091;floating_harbor;3020.80;9.50;1913.60;0.64;6071
1092;floating_harbor;3077.00;9.50;2003.00;1.12;44
1092;floating_harbor;3077.00;9.50;2003.00;0.53;91
1092;floating_harbor;3077.00;9.50;2003.00;1.01;3058
1092;floating_harbor;3125.05;9.50;1988.95;0.79;3082
1092;floating_harbor;3144.63;9.50;1999.86;0.20;6079
1092;floating_harbor;3116.21;9.50;1985.64;-0.32;10780
1093;floating_harbor;3077.00;9.50;2003.00;-4.66;22
1093;floating_harbor;3327.00;9.50;1995.00;-1.54;64
1093;floating_harbor;3186.00;9.50;2023.00;0.90;2995
1093;floating_harbor;3181.85;9.50;2011.90;0.17;3016
1093;floating_harbor;3158.63;9.50;2001.86;0.20;3040
1093;floating_harbor;3186.00;9.50;2023.00;1.09;6015
1093;floating_harbor;3272.96;9.50;1988.77;-1.46;6092
1093;floating_harbor;3223.27;9.50;2014.92;1.29;9042
1093;floating_harbor;3248.23;9.50;2007.65;-0.84;9064
1093;floating_harbor;3186.00;9.50;2023.00;0.42;9089
1093;floating_harbor;3279.71;9.50;1988.94;-0.56;9116
1093;floating_harbor;3286.64;9.50;2007.21;-1.25;10764
1093;floating_harbor;3256.15;9.50;2016.90;-0.17;10793
1064;floating_harbor;3135.74;9.50;1768.13;1.11;169
1064;floating_harbor;3137.00;9.50;1742.00;-4.56;3083
1064;floating_harbor;3134.10;9.50;1778.15;1.41;3117
1064;floating_harbor;3135.40;9.50;1746.80;-4.07;6066
1065;supply_node;3205.00;9.65;1760.00;6.09;0
1065;bunker;3203.00;9.78;1760.00;5.87;0
1066;floating_harbor;3233.37;9.50;1740.14;-2.94;3061
1067;floating_harbor;3185.10;9.50;1855.85;-4.55;158
1067;floating_harbor;3174.53;9.50;1845.37;0.90;195
1067;floating_harbor;3194.05;9.50;1867.13;-4.59;10781
1069;floating_harbor;2741.05;9.50;1612.05;-3.93;6399
1073;floating_harbor;2172.23;9.50;828.96;0.11;2132
1074;floating_harbor;2267.93;9.50;759.01;-1.71;2227
1074;floating_harbor;2267.90;9.50;738.85;-1.74;5168
1074;floating_harbor;2259.82;9.50;716.12;-2.16;10939
1076;floating_harbor;2045.00;9.50;874.00;-1.10;2035
1076;floating_harbor;2045.00;9.50;874.00;-0.65;10874
1076;floating_harbor;2045.00;9.50;874.00;0.24;12853
1076;floating_harbor;2033.36;9.50;841.98;0.55;12999
1077;floating_harbor;2045.00;9.50;874.00;-1.28;4980
1081;floating_harbor;2174.94;9.50;527.29;-2.13;2153
1081;floating_harbor;2192.53;9.50;564.49;-1.94;8196
1082;floating_harbor;2053.79;9.50;437.30;-1.82;4533
1085;floating_harbor;1695.73;9.50;574.39;-3.99;13086
1087;floating_harbor;1673.00;9.50;146.00;-4.67;2161
1087;floating_harbor;1693.93;9.50;181.70;0.62;5118
1087;floating_harbor;1673.00;9.50;146.00;1.19;5159
1087;floating_harbor;1666.00;9.50;104.00;1.57;8198
1087;floating_harbor;1666.00;9.50;104.00;-4.29;10661
1088;floating_harbor;1679.53;9.50;229.63;-4.04;5121
1088;floating_harbor;1696.63;9.50;183.14;-3.34;5169
1088;floating_harbor;1683.24;9.50;187.57;-3.55;12954
1089;floating_harbor;1701.03;9.50;567.37;-4.62;5131
1089;floating_harbor;1703.07;9.50;533.99;1.43;8217
1090;floating_harbor;1694.12;9.50;409.82;0.59;5228
1091;floating_harbor;1767.86;9.50;45.37;-1.37;10709
1091;floating_harbor;1783.26;9.50;37.13;-1.11;13531
1092;floating_harbor;1758.86;9.50;77.63;-1.77;5173
1092;floating_harbor;1781.72;9.50;117.98;-1.28;12952
1093;floating_harbor;1800.73;9.50;157.92;-1.29;10653
1093;floating_harbor;1808.00;9.50;178.00;0.00;13528
